ax_mean,ay_mean,az_mean,gx_mean,gy_mean,gz_mean,ax_var,ay_var,az_var,gx_var,gy_var,gz_var,ax_rms,ay_rms,az_rms,gx_rms,gy_rms,gz_rms,a_max,a_mean,a_min,g_max,g_mean,g_min,a_fft,g_fft,a_psd,g_psd,a_kurt,g_kurt,a_skewn,g_skewn,a_entropy,g_entropy
-2409.315789473684,-560.2543859649123,492.8070175438597,11109.307017543859,6934.1578947368425,-4237.605263157895,1602.7892408124378,1563.5394995056974,1569.3897076931837,15666.087250125716,11789.63341056286,21411.885033809613,2892.2480269027424,1664.4978406124499,1643.6390626962639,19196.950242297946,13722.93635589957,21829.84892277608,10378.0,2579.1315789473683,9.0,61162.0,18957.087719298244,93.0,28422.366903016817,141960.92970634514,6506349688.914109,155058875545.39606,3.249106299197665,2.5333097284642037,106.50725335549542,99.18221456317696,-0.05558353668768438,-0.055435898850227865
-3352.535087719298,-1863.7280701754387,446.36842105263156,4706.289473684211,10870.438596491229,-3574.1140350877195,3081.50045815164,2929.343593526161,2566.4359514329412,20010.28860115764,14062.247374493816,19623.471541229614,4559.846953225745,3479.574037501737,2603.5195577754544,20557.589612487125,17765.905686444727,19947.77861242137,25573.0,5038.6140350877195,2.0,78591.0,17374.105263157893,255.0,1191.987228447216,18846.74591382517,247278422.70978546,8000383042.499587,5.666946508646752,5.039008168668699,205.44113577114751,170.80389680361537,-0.05550082582266802,-0.05599105554132842
-3373.6491228070176,-1007.438596491228,517.9824561403509,8243.88596491228,13685.333333333334,-5061.149122807017,2357.241183214432,1659.3588685784428,1939.3491402314844,21997.044870215574,12555.926407683577,24061.07738304237,4105.431938725665,1930.7469375457015,2009.713879434827,23402.75018682671,18513.369792400717,24532.95398191884,21207.0,3952.9298245614036,116.0,85840.0,20394.912280701756,139.0,1676.977520603396,1917.3089810744893,99522035.09891562,1897947243.1260717,6.918959545867669,4.395115371061657,212.50134282479482,154.9510624942046,-0.055742861898565095,-0.05571800805517315
-2657.657894736842,-1461.5087719298247,301.8070175438597,14329.359649122807,6604.482456140351,-7499.026315789473,1869.9047324250191,2226.005719156695,1368.1670535681126,19266.87609053306,21156.889909136116,17467.4589231516,3242.973780127815,2654.333927088155,1399.56982739497,23981.11142731866,22186.59692978086,18971.7693403517,17233.0,4107.868421052632,51.0,58142.0,24530.09649122807,46.0,2803.030127494736,3907.1632304806435,152417019.53458342,2729477674.0887666,5.995376724779525,2.028146700609675,183.73177010106846,42.392145191987645,-0.056783512711922876,-0.05668957131956187
-3082.6052631578946,-1424.2543859649122,376.1140350877193,8501.412280701754,11916.728070175439,-2725.719298245614,2160.267203251889,2433.187948856723,2080.2338546622377,20347.429843572918,18582.863752950983,23352.678590952823,3747.1395066712075,2817.6341995468715,2114.09302231892,21955.381474149763,22150.20577208289,23515.962703601843,17355.0,4349.377192982456,192.0,71857.0,26146.333333333332,293.0,26.652817075668246,2937.8222906328497,50815499.084245965,1276644071.0650158,5.046377304041816,2.426224368642745,193.2961573125583,63.20205661220578,-0.05622934331985129,-0.05700114317720377
-2653.6929824561403,-1784.0877192982457,924.3859649122807,10008.105263157895,7278.394736842105,-3312.1403508771928,2099.1095265790254,2797.803215195349,1569.4253367338458,17926.7522101509,12670.980313516087,20382.389204545598,3378.210435365748,3306.5967133234444,1817.0657424211986,20490.29643985129,14597.442445120188,20647.53549755532,28174.0,3814.4298245614036,5.0,80185.0,16468.833333333332,48.0,1265.4965983232548,31.459998885239063,34563757.202874556,294057516.1125095,12.321605522092641,5.753437383200934,270.6296283448085,195.44857523733486,-0.056880414786835455,-0.057357917976069525
-3170.377192982456,-1086.578947368421,724.6666666666666,6105.403508771929,11337.350877192983,-892.8421052631579,2545.927934942694,2633.0526134865854,2331.1401777381634,19792.07205117115,12659.888471718099,21991.361574901726,4052.8018259410214,2848.215076641337,2440.9145359741347,20635.38950444115,17051.086890293853,22004.866585339627,17892.0,3994.0789473684213,108.0,69736.0,21840.842105263157,175.0,2130.151520199846,20011.637015983993,70707946.86885153,1157307037.7516842,5.161188178526722,2.70182656781555,200.25337512015838,98.25288894322495,-0.05620798819612814,-0.057063623478811096
-3443.2017543859647,-1635.4912280701753,148.19298245614036,7796.19298245614,9909.82456140351,-3747.061403508772,2932.4106211123517,2933.0700134488443,2354.002609188977,21281.733597241342,15370.318809039461,20131.251400967532,4517.897167465133,3348.147990294378,2358.0668413067037,22606.806375320422,18324.958004307926,20463.211687138253,22351.0,5013.2192982456145,1.0,73119.0,21396.973684210527,539.0,-688.1748046202301,6238.427877050311,19698291.270293627,151467976.27906194,4.913278761941719,3.7839966316806506,185.13315739512623,119.80474478070471,-0.05691990286412482,-0.05581889887861342
-3023.7105263157896,-951.8684210526316,999.2456140350877,11425.122807017544,5649.824561403509,-5207.333333333333,1805.5506583900874,2079.896752930071,2181.390168101786,20395.16206289086,12632.87111091997,17888.31857172682,3513.5314031687026,2280.151658929576,2402.912403219031,23260.981379487028,13835.42371861752,18571.898013991602,15409.0,3363.9122807017543,76.0,65632.0,19677.80701754386,174.0,2797.1529942433076,28973.127984015122,35154000.43455179,1742634781.5397046,5.653808708748697,4.172975369530352,181.0163642065565,130.4811823698261,-0.05624769502314046,-0.05700030790231131
-3790.8859649122805,-1713.8333333333333,-833.1140350877193,8096.543859649123,12190.561403508771,270.5877192982456,2915.362986146131,3018.228216279515,2883.8560520519077,22161.521067941252,14727.369393712313,21697.415408599452,4732.81298813948,3469.2432222442576,2994.22098500053,23507.60935183747,19139.25591277615,21698.65960267204,21217.0,6372.798245614035,1.0,82568.0,25511.114035087718,140.0,-210.0577941926056,10058.122557339968,28552638.219546553,439509870.1111629,2.5657848383569926,3.32378787260999,107.07636110557526,103.94207993846402,-0.05637638427998765,-0.05629062261085204
-3125.8684210526317,-2077.4298245614036,814.1929824561404,2340.1052631578946,12807.5,-842.2631578947369,2369.4899392276675,2612.8498449775275,2096.631629809308,21613.75484227981,13125.024289785377,23564.397018258507,3867.9474508395456,3331.766228557218,2272.212497012317,21772.08763693035,18176.21197025715,23589.84145845596,22208.0,4704.543859649123,100.0,77989.0,20457.5,3.0,-3001.2915135589415,-2187.781524909614,27457585.138750736,106109178.33542491,5.946297020286549,4.474499862735739,225.68843666117525,119.41203911939945,-0.05513422709468336,-0.056152758250135645
-2843.0526315789475,-913.8421052631579,418.280701754386,9186.666666666666,8588.078947368422,-10347.429824561403,1999.641888870241,2252.6244914553117,1763.4730136273859,19742.019153108824,13259.776550881546,20051.88339088995,3474.559560627919,2431.6394007826484,1809.1223131285649,21799.27788760565,15732.988949639343,22573.940273353084,21317.0,3869.245614035088,16.0,53503.0,16393.98245614035,219.0,296.0326225451572,11184.792900262333,10889674.731698956,481176865.92497414,5.96443384571015,4.070951674241292,188.35951092867913,95.34523946898132,-0.05653550109636837,-0.05718856554000109
-3394.5438596491226,-1289.6666666666667,521.9912280701755,4481.877192982456,10839.535087719298,-4254.587719298245,2682.4780227309693,2963.810406837845,2349.954115400966,20340.869923495364,13664.191260319109,21108.477676153725,4320.229091553916,3236.669587329522,2408.0654880498664,20795.751813139246,17402.430068008598,21479.8106661671,22523.0,4450.201754385965,17.0,98301.0,22609.508771929824,245.0,1060.6269212597458,9427.19529556551,40414584.810453124,114489590.82198054,5.395543675627747,6.3321848503987,206.46716475030826,164.44212281319076,-0.057519452704647825,-0.05644063788968846
-3300.5701754385964,-1493.5877192982457,589.1842105263158,6564.5,12280.40350877193,-3789.5438596491226,2576.2485277843925,2285.5090557382186,2185.800482170231,21581.422880682,11793.199945552915,23459.896591241308,4190.267440068504,2736.276566315697,2262.330391044954,22552.718714820716,17036.57571948113,23759.394883088382,17675.0,4491.184210526316,2.0,66260.0,21760.30701754386,684.0,-1041.3706161696527,21611.84456083791,16430374.719966948,907627834.7837195,4.735485303534747,2.30762923491669,170.81736535552446,79.33505262813492,-0.05698464598643079,-0.05651651042621282
-3303.2105263157896,-1652.517543859649,560.5438596491229,8504.991228070176,11210.59649122807,-3645.8596491228072,2703.406956211862,3114.9397539444763,2283.617689363918,19243.697790608705,15318.192029458212,21373.96475283887,4259.810820690301,3532.667399592035,2351.3081055058574,21009.067000627183,18935.087297988783,21636.99007101804,22369.0,4568.5,77.0,95299.0,21519.07894736842,10.0,-2157.9952468249517,7935.349345752133,39859687.00004055,168055640.69575727,4.6045519452967385,4.91294294848578,186.6532280299935,168.39625842679914,-0.057469121074347145,-0.055866836585109624
-2827.3245614035086,-1585.4473684210527,540.1754385964912,7911.491228070176,12354.535087719298,-6753.8859649122805,2522.233524673093,2392.307041621761,1788.642066662729,20267.684466371215,11408.027877995593,21919.7616005144,3793.066461876265,2875.7040251651206,1867.3113094274852,21750.3555510362,16788.621869869894,22904.569004665285,18025.0,4033.2280701754385,6.0,62693.0,15367.82456140351,365.0,2419.682411133479,16166.766358182234,20362091.320468348,428362649.75753975,5.5733140246006325,4.110608246960258,201.5896362967025,148.3546016221954,-0.05710717679753877,-0.05652646327322696
-3284.6929824561403,-1789.842105263158,457.43859649122805,8137.754385964912,11169.798245614034,-166.60526315789474,2813.2228270595097,3338.587542800809,1966.3055544345823,19382.195563082558,18812.582976253118,22770.05538368648,4318.808364929203,3774.2311265330886,2018.5365595166375,20978.603373228354,21882.867622748552,22769.971740461242,21921.0,5136.166666666667,2.0,79655.0,26473.035087719298,83.0,-1365.240058009533,-2989.37369684827,9727559.100760987,129893849.8093002,4.737860913625757,3.3778330824008562,182.40603024322667,101.06432736062314,-0.055175102340823186,-0.056139509947633524
-3284.2631578947367,-1511.2368421052631,385.0175438596491,9207.219298245614,12019.535087719298,-3707.377192982456,2548.4697842652786,2641.4901667839235,2069.1623785364854,17477.00207385403,15494.761255171123,23615.969883109028,4147.117119579428,3039.3323929338235,2105.5039318456625,19638.463576815135,19678.567373819795,23878.353718892795,18051.0,4525.377192982456,124.0,73341.0,24373.464912280702,226.0,-1888.6135187694756,8823.340194689728,40719839.25664154,437575521.07469344,4.30392372364651,3.0176818358071547,160.08509233699368,102.11227886469283,-0.056508661098813515,-0.05664739649282841
-3255.9210526315787,-2040.2894736842106,367.2894736842105,12286.956140350878,11786.32456140351,-2346.5701754385964,2873.473896566348,2602.695351772908,1741.1949198189373,18908.718437549025,12342.171850887693,22467.128138883563,4343.538402141415,3294.3859170072105,1779.5579655160377,22533.66347696225,17056.52192672475,22582.883269095957,26376.0,5429.4473684210525,40.0,75095.0,24082.30701754386,420.0,2620.4483764116194,23650.05061545601,40284816.151798055,1536331805.061866,5.452640054149368,3.037544025285275,179.92501333722447,121.49083635685085,-0.057008871455107614,-0.05573953752931608
-2959.5526315789475,-855.7017543859649,793.7280701754386,10655.82456140351,6602.201754385965,-2777.438596491228,1701.2653585688972,2252.7459749512936,1696.351072209245,16492.397613130277,16594.68269329557,22040.66657423573,3403.2424180684443,2409.004893923499,1872.9504845413985,19582.00162967416,17857.90295958725,22208.614695298096,16748.0,3214.3508771929824,68.0,66177.0,25045.991228070176,424.0,521.9921646443644,10947.52258815277,11046696.51065136,398549755.4355955,7.937840416386638,2.005438902772634,213.82154077060392,60.33094010428491,-0.057172229286768905,-0.05541799393860904
-3481.0789473684213,-1234.8245614035088,420.49122807017545,5018.8421052631575,11919.61403508772,351.1929824561403,2629.8646444619426,2445.129444905975,2833.650607303757,21424.666450269917,15120.244044568162,23827.264386383922,4328.0492860880195,2750.782246000632,2869.3872229254316,21944.040943895645,19244.73853454907,23827.846393177082,19795.0,4793.728070175439,125.0,77037.0,22702.614035087718,17.0,38.58615805729988,15713.893261747497,76690690.34436817,879480660.5046338,4.449103813604491,2.9039389437940586,165.3214299266089,97.91030666837412,-0.05693365836496355,-0.05501250371404512
-2618.438596491228,-1035.3157894736842,860.6052631578947,6554.175438596491,9089.412280701754,-5314.0526315789475,2256.33254948695,2175.7122514395824,2077.9607377379757,16648.861724656224,11189.958679447369,20756.81986659136,3453.709800484822,2388.222913425488,2243.123087173445,17938.564459766367,14289.063109687479,21500.59931233252,19366.0,3262.3070175438597,48.0,71409.0,17811.008771929824,198.0,1556.759414066482,6328.3158455000985,34108990.04446773,456582667.73430246,7.833088847777371,4.392119310097376,269.8878660629469,155.97315770629666,-0.056576279932680044,-0.05674852891112619
-3127.3070175438597,-1258.3157894736842,375.10526315789474,6876.710526315789,10998.982456140351,-5060.394736842105,2303.594785981357,2023.751437537482,2053.547089444002,20846.60985503995,12462.57277719935,23214.589844133945,3875.929041997091,2402.2236920542323,2085.9393483302147,21912.778353432655,16615.446563627833,23704.47964936941,15559.0,4406.096491228071,98.0,78234.0,19712.666666666668,656.0,-163.4860570813568,-2195.104004397079,51653637.8197124,1232564023.644003,4.3658973909134335,3.7457697384603303,144.52279595848836,141.70165458074018,-0.05663772341411215,-0.05676806863275836
