ax_mean,ay_mean,az_mean,gx_mean,gy_mean,gz_mean,ax_var,ay_var,az_var,gx_var,gy_var,gz_var,ax_rms,ay_rms,az_rms,gx_rms,gy_rms,gz_rms,a_max,a_mean,a_min,g_max,g_mean,g_min,a_fft,g_fft,a_psd,g_psd,a_kurt,g_kurt,a_skewn,g_skewn,a_entropy,g_entropy
2928.5254237288136,-735.2542372881356,-915.4915254237288,-8417.813559322034,1033.949152542373,7864.1016949152545,3790.8548651903866,1085.2087276325506,872.2803510588599,9015.291632603956,3627.2921090251803,15448.86351079511,4787.448934984554,1313.1161927237133,1258.2626036169943,12396.736203191766,3736.4858660402615,17443.16109296862,17788.0,3161.9830508474574,51.0,41642.0,9065.93220338983,85.0,60353.347696894896,214264.5045139472,30038410207.23036,460977610435.7192,6.601984075947054,5.877724044067083,130.47370384449275,98.03849160342345,-0.09446684132328063,-0.0944057416755181
9128.683333333332,-7183.2,-1518.4833333333333,2694.3333333333335,9916.05,1246.3333333333333,6355.422146809922,5883.791400335898,1623.246304390554,18793.55676757132,10667.552311447003,30972.359073110732,10963.274114819289,9313.763507125714,2264.679068506912,18977.253445462895,14391.449460819898,31019.793532517266,19901.0,8625.6,478.0,60531.0,27982.183333333334,208.0,-302.0302977161913,-8311.803088015386,1471219379.947946,21863075696.63401,1.794910054576227,2.2325395898786913,15.669414489465153,19.33967454799546,-0.09459143117093337,-0.095049858358318
8317.101694915254,-7979.152542372882,-2381.9661016949153,-7078.593220338983,11356.864406779661,5663.627118644068,6287.772644566487,7352.931890066446,1795.1918291686795,16733.30648206804,12143.546490992234,30104.746463090338,10245.884861407547,10714.79627051509,2944.4840300789256,18262.42651048451,16688.45893455023,30744.221342654,22868.0,8822.322033898305,1043.0,70097.0,33822.57627118644,3714.0,3333.3197764615747,-2686.379948727607,674096661.5788499,6597981256.4578705,2.2300172647476235,2.8889893311668615,34.37566295815354,9.729928109739314,-0.09549372700536195,-0.09577567303306414
10038.216666666667,-9746.883333333333,-2799.766666666667,-4518.633333333333,12084.566666666668,2004.1166666666666,7076.581093457005,7859.507442549779,1957.14043247436,19063.782813491704,11971.461675407862,30709.746897009496,12109.534621528608,12400.916976175593,3370.693321360854,19669.794290569826,16937.313966506023,30811.70247351916,25533.0,9921.6,1194.0,68789.0,33806.583333333336,244.0,-1075.2530110231899,-4678.906124799212,345788725.3037882,3296468398.9189663,2.454246064522026,2.5076351241472294,34.48477752805481,-32.220405479062094,-0.09375759005480466,-0.0949521251630889
9964.033333333333,-9937.166666666666,-2711.9666666666667,-4489.3,13913.583333333334,3683.85,6620.1954721043085,8562.047914721194,1723.9226065327916,18475.887136891877,13622.165841669228,30480.805988694894,11738.419188005399,12894.96007490265,3166.9432738841406,19028.338597120524,19421.707991746418,30771.743699103783,26153.0,9380.7,238.0,67606.0,31182.4,288.0,-5670.318459103609,396.37432749077834,135598775.2575326,3226421271.948501,2.6370601829866027,2.2414504069198085,48.586747539367046,11.596992270376251,-0.09274575430487936,-0.0948465170544353
9098.203389830509,-9447.169491525423,-2550.135593220339,-3512.3728813559323,12813.016949152543,5562.542372881356,6589.359548490401,7499.98356653002,1892.8244008018737,18046.781900972506,12689.3736203129,30170.682224621047,11061.493049067845,11816.670470145133,3129.9737584864124,18333.21239015064,17987.286289704643,30788.23056112101,25093.0,9052.22033898305,153.0,64068.0,34518.338983050846,425.0,2292.8107630631353,-18438.713843226655,111514540.53404164,1204927221.3739002,2.5954412921685535,2.3030964689980644,44.31410688652826,-19.16388496340321,-0.09627709141851021,-0.09345548915778794
9950.733333333334,-9861.7,-2561.6,-3679.1,13593.616666666667,3341.4,6670.294115448927,7657.764073485593,1801.858721061856,19814.060293131068,13867.13514397123,30809.592724247435,11777.752080370288,12254.066700487638,3079.4722166847573,20132.19504508471,19443.479912728242,31052.081092899396,23752.0,8959.333333333334,170.0,68713.0,35444.75,86.0,-3931.940788713102,-2443.660077513004,85987368.84812003,904439180.1838093,2.313982618347266,2.4712493791496017,35.51125983421289,-7.373624400655393,-0.09480407690086987,-0.09610977877134248
8687.85,-9213.566666666668,-3100.8,-2241.366666666667,11435.75,6145.283333333334,5917.121422515484,6772.740998721216,1822.4191749796018,17791.520117022766,13417.487391576897,29840.426382231613,10369.217227769253,11193.177088446932,3558.776985613644,17876.15692666258,17442.02985272452,30586.880365880184,23183.0,8496.783333333333,158.0,64485.0,36934.03333333333,1944.0,-132.44290224897068,-14014.830767200405,41378214.87940343,516367930.00048316,2.62663049824293,2.191163545347812,43.83184910258269,-9.148069678813268,-0.09739149710984438,-0.09284680647663002
8966.474576271186,-10049.0,-3051.101694915254,-2434.508474576271,14725.22033898305,4491.35593220339,6519.962086817223,7306.11471674496,2009.4503941722094,21274.351561416195,14825.214699296797,30427.70811340585,10909.66330012223,12185.543755906778,3586.3475991173686,21371.27986697433,20890.518317153408,30843.937961665186,25758.0,9441.966101694916,175.0,69926.0,39296.47457627119,165.0,853.7002823378831,-694.5600561822328,29622802.50140243,594278358.5228763,2.3715177841794115,2.2591225465625695,35.01816287518122,-30.307419173677122,-0.09532018953554573,-0.09700830187120144
9349.65,-10497.783333333333,-2643.1,-1030.1,13196.516666666666,3747.5333333333333,6308.943035257569,7741.932401578205,1887.7561803633437,17586.569142762513,12082.308959624757,30300.30835220316,11081.193534543108,12812.193366086854,3196.4962067864244,17612.52818213974,17797.541605045717,30601.96178079656,26015.0,8895.366666666667,122.0,67635.0,37620.083333333336,892.0,-3159.2656311303567,-9311.626946065033,36221860.36375962,705603286.2525442,2.8779762356370573,2.365315988213173,46.598504717981236,-33.16958366786619,-0.09503473335562236,-0.09618600391171142
8664.728813559323,-13451.152542372882,-2739.186440677966,-5287.728813559322,13962.06779661017,-4320.033898305085,8052.418383875413,8798.934142112808,2092.665420780221,20456.840954223342,14109.343524048587,30516.799062047332,11662.230064818039,15813.025410846205,3396.1419386999432,21108.46558185457,19900.25508907284,30748.258957463822,27234.0,13074.661016949152,167.0,67788.0,35553.42372881356,476.0,1151.695409388208,3859.8258962269865,10725530.906276364,125363617.37646021,2.2040703332910234,2.8663473855164647,12.679323906884102,-23.55352422849428,-0.08918522674499942,-0.09286189199271999
9781.566666666668,-10877.583333333334,-2695.9166666666665,897.8833333333333,12318.233333333334,5787.75,6449.897423834079,7977.356414923281,2260.3565663029153,17637.31177201856,14732.019986228914,30646.324353198677,11816.597110279536,13394.627835442088,3475.033973455032,17648.39476789131,19335.7462186835,31095.529803869453,25378.0,9934.2,27.0,66727.0,36814.566666666666,222.0,-1313.6831799191698,-5045.408642035456,85559799.44306043,189571341.30191907,2.4766700854633754,2.45061524149347,23.537274363061528,-23.39661149996202,-0.09739206799769068,-0.095794984030475
10235.3,-9866.55,-2421.3,544.5,14893.766666666666,4958.783333333334,5453.912437125603,7426.610886027241,1804.8462220274241,17409.01147669888,10540.032682438434,30659.726770635945,11526.797198990997,12266.673069065359,2942.309087547851,17400.585654894876,18571.497991994795,30977.444292312644,24187.0,8010.15,39.0,65620.0,36810.51666666667,44.0,-3581.5519663667797,-894.8772782212793,19211928.82265211,109210778.23592056,2.8408587083787586,1.8367040385031739,43.09163731773294,-13.993890592073283,-0.0972285771161977,-0.09654990693764565
10759.983050847457,-10804.06779661017,-2599.9322033898306,-329.4237288135593,13266.57627118644,6134.9152542372885,6696.648603289471,8427.944921136883,2387.605826513367,20802.896408094988,14329.051415431337,30470.29735345521,12631.627298980087,13681.302038096634,3530.9643518785756,20808.39078312042,19541.156609247024,30982.249648052308,28022.0,9815.983050847457,96.0,70086.0,42111.79661016949,273.0,28.032434723607317,-3954.018297802618,5270705.875818911,391223851.7504965,3.087885047193587,2.9599871122825547,44.53373818113932,-52.431659763133084,-0.09661539179911763,-0.09737876501223727
10081.75,-9108.016666666666,-2427.133333333333,-1599.0333333333333,15005.566666666668,7089.533333333334,6260.646418551762,7746.8553742252125,1911.8528978551249,19169.36158865621,10825.644529551288,30482.71525130145,11794.347553665979,11987.362581068448,3083.9925637610304,19237.406393101264,18264.60375243146,31185.76083300411,24439.0,9409.7,129.0,63153.0,38679.63333333333,758.0,91.74523911937465,-7008.9926723310755,8768439.261729125,340366100.3520033,2.521670543644793,2.3330206017812576,30.908264099606296,-45.789002050319034,-0.09689788886597153,-0.09702347913957544
10955.783333333333,-9414.533333333333,-2537.4166666666665,-3761.4666666666667,12775.8,-4213.216666666666,6702.981055723211,8216.072796911438,2005.5827259720786,19128.94941425266,12793.429762160471,29692.300064551815,12768.555076828388,12570.724115976773,3221.9391857492697,19423.38218745644,17857.220170937395,30058.344395802418,25942.0,10945.5,24.0,73478.0,30903.916666666668,612.0,-5235.049015103952,-350.12929495545484,34896878.65889676,78659027.04879801,3.011628746479,2.953725758476138,22.792753767337302,20.29760609416361,-0.09616526361435374,-0.09690616372429323
