ax_mean,ay_mean,az_mean,gx_mean,gy_mean,gz_mean,ax_var,ay_var,az_var,gx_var,gy_var,gz_var,ax_rms,ay_rms,az_rms,gx_rms,gy_rms,gz_rms,a_max,a_mean,a_min,g_max,g_mean,g_min,a_fft,g_fft,a_psd,g_psd,a_kurt,g_kurt,a_skewn,g_skewn,a_entropy,g_entropy
3225.765625,-1471.546875,-401.734375,-2026.0625,-717.140625,2638.09375,1809.1971491745023,2164.3188863161745,947.7054627684829,1541.7901659936056,748.1917471879452,3170.661909937465,3698.805983439115,2630.953020651452,1027.6829748881705,2557.7471043869837,1038.027343389855,4138.764923712145,7231.0,2768.890625,6.0,3404.0,1539.109375,43.0,53743.021893010555,41289.90311499651,24549811141.615395,11505355881.095821,2.2368886846453386,1.7930027351224935,52.029013352912166,14.595929784773286,-0.09443203551573494,-0.09446429085496999
4448.169230769231,-4845.815384615385,-584.6,-934.0461538461539,791.2923076923076,1699.9846153846154,4779.473245619743,5520.67193581611,1926.7444892276794,1560.6789614765846,1105.0434034096616,7086.38808370638,6482.313761898008,7358.748438737079,2017.1541224820064,1831.8327560543967,1364.9385784997519,7306.501272575942,31090.0,7098.430769230769,116.0,15095.0,5323.661538461539,42.0,-1114.6277054969996,-1238.1455149048072,1043601227.362945,616118613.3901545,5.067202854988783,4.0608219883318695,110.90871862094383,52.60832089365291,-0.09437286771221672,-0.09560248848483184
5885.6,-6852.215384615384,-1129.2,-466.0,997.3538461538461,19.984615384615385,6501.462775335788,6947.873336147132,2384.220896322641,2284.0793735366083,1403.537022137858,9102.976232747227,8704.53397506592,9759.473740540916,2657.922404377582,2335.074052523652,1733.8051172537773,9103.206526358636,33473.0,7565.046153846154,81.0,15130.0,5930.3538461538465,90.0,-842.1448524198174,-4777.345488789175,444745030.0212726,126639040.35497451,5.028289002582466,3.2309540027534718,108.88506221860094,28.217453382142427,-0.09460334949301467,-0.09625285643002442
6673.2307692307695,-7013.7692307692305,-874.8461538461538,-186.2,1222.5846153846153,-62.38461538461539,6469.640248662184,7196.925282936786,2513.8591103828394,2590.4210645553953,1280.1183351165953,9373.936751325053,9172.316549940244,9999.430576864788,2674.0284015521775,2600.0016775142517,1736.691274986831,9373.084724153188,35461.0,8773.538461538461,139.0,16381.0,6229.384615384615,16.0,-952.5121055248264,545.5650459411381,201630241.33353636,69974986.18669055,5.3435361969732,2.159203514595103,111.04117993683477,28.795403672414928,-0.09523653524486705,-0.09537389466945789
6391.246153846154,-6698.6461538461535,-700.1538461538462,-278.5076923076923,1124.923076923077,371.26153846153846,6166.265426463604,6494.042880858484,2098.641722382791,2199.1141069090054,1056.9266078336927,9136.492513985839,8800.74461972045,9296.812234474617,2221.2081951392684,2222.4850851796855,1535.1002472903094,9149.807740729184,34335.0,8371.338461538462,73.0,13248.0,6258.815384615385,76.0,-1518.149598235165,-1364.229622533605,107099551.46573539,52483145.71568301,5.333678192048407,1.7383350046215826,108.67657103767127,8.595752791153659,-0.0949322215623003,-0.09505341502016469
6088.492307692308,-7459.630769230769,-763.3538461538461,-208.84615384615384,1191.7076923076922,462.5230769230769,6830.234466944091,7142.621988845255,2113.4373467005757,2525.685349298193,1150.1860958196469,9359.918591617548,9081.129268984118,10318.9226479989,2262.376980080906,2536.890819639117,1647.8710414443144,9376.64498470699,36736.0,8361.323076923078,24.0,16104.0,6336.430769230769,40.0,-1836.118305269344,-1973.540395360128,50515306.540839985,29560822.86608471,5.480635887552069,2.1066264962091097,117.80158362919619,20.980509529916137,-0.09546816201746569,-0.09399328201216427
6398.523076923077,-8011.261538461538,-582.3230769230769,-179.43076923076924,1329.7076923076922,403.16923076923075,6615.783389952612,6745.283540363179,1983.6647296895442,2320.773620400145,1192.4733316652485,9671.997458522512,9151.317584832335,10505.34956325366,2075.3090557608707,2329.272487940585,1795.6601057507,9683.80648457874,35330.0,8283.553846153845,18.0,15115.0,7154.4,92.0,-473.3680561549662,-591.8005559000175,23751999.58675641,38860657.63372596,5.180037347727576,1.816728759598478,111.7641017510022,6.989447053759061,-0.09526927967778943,-0.09518991984454221
6582.276923076923,-8386.076923076924,-694.8307692307692,-175.30769230769232,1302.0461538461539,-108.96923076923076,6846.016066150575,7436.796675505414,2186.974970846648,2552.8482373231327,1126.5998570198074,9841.183420910771,9449.854572751576,11258.446640360567,2301.1497260149026,2558.5196410905573,1724.3451510646005,9841.21305921801,34347.0,8598.476923076923,175.0,17560.0,6911.830769230769,187.0,-653.30973575567,-1794.3088387141777,10614786.34415651,26462167.93598551,4.873240408407729,2.307733902599198,106.95247953455895,28.323510756037848,-0.09379934015633706,-0.09558088445016233
6759.984615384616,-8145.984615384616,-519.1846153846154,-80.98461538461538,1296.2,-143.95384615384614,6876.4402159164665,7365.329916390335,2237.630250760974,2678.1733766691277,1210.2757725156946,9850.867624442366,9597.019039584837,11040.560143955907,2301.91665624707,2678.4615561348473,1776.0625118936118,9851.652772699927,35834.0,8870.938461538462,19.0,16373.0,6760.123076923077,449.0,721.9580531228378,-195.43929418570215,18150114.47358731,12885334.447392447,4.855299560242188,1.9767967189363291,104.98465164987186,23.603519360837517,-0.09253665674579582,-0.09657268261279431
6609.6461538461535,-7927.861538461539,-498.89230769230767,-63.30769230769231,1221.4769230769232,-130.23076923076923,6450.137226114408,6636.1528180889945,2092.587631739222,2780.333032235724,1093.0295428712986,9603.789699307757,9188.799133895403,10405.201200139505,2152.7890889584287,2780.3618109879153,1639.5312275628805,9604.600911101848,34719.0,8554.184615384615,48.0,13774.0,6340.861538461539,22.0,-990.3135770925451,-1288.128458633081,15703353.872642498,9042802.291797444,5.12205059776782,1.7712714193386772,107.74506011819192,17.824296326231387,-0.09588500862537566,-0.09289746139641838
6777.492307692308,-7329.553846153846,-443.96923076923076,-63.323076923076925,1295.7846153846153,-122.35384615384615,6431.0271603637575,6836.046058563932,2151.00180738419,2825.2797399629408,1082.149210526216,9423.036797928531,9294.168301434218,10082.319947466303,2198.6045924281507,2825.1068652353665,1686.889162379629,9424.048874269243,35210.0,8734.707692307693,118.0,14847.0,6041.861538461539,120.0,1204.4505935277764,-1049.196414442225,18217158.216569696,4216486.078024168,5.163211237009642,1.8553572186476486,107.22876527562784,27.366430946193233,-0.09487753809645624,-0.09657856209737621
6382.584615384615,-5203.015384615384,345.81538461538463,-496.2153846153846,999.9846153846154,1580.7384615384615,5802.715515660635,5516.888859582949,2142.4467394060525,2339.4030735613037,1050.6548211151242,7477.808415746975,8579.950277783128,7624.132233093305,2168.5184733432106,2381.8422540287847,1446.5231897420583,7640.361616492326,36096.0,8975.938461538462,16.0,13257.0,5092.261538461538,239.0,-2349.439152316651,-727.8505940583312,31720370.587643526,6142076.09643829,6.700221271501687,2.1331288745289916,126.70524699326485,50.89736890895535,-0.09541431694901222,-0.0964401277230553
6831.984615384616,-6659.323076923077,-149.8923076923077,16.892307692307693,1268.0615384615385,378.0769230769231,6612.98651743368,5791.996666574758,2286.8150922393716,2943.896247699301,1224.7173262318565,8611.32265397114,9430.404276349165,8782.62927864736,2293.729804354605,2943.6248193210827,1747.332983104867,8625.709691203563,35378.0,8216.184615384615,72.0,11406.0,5298.753846153846,218.0,-843.4096613512752,-1732.6395930559079,6725331.889376271,10526908.954386573,6.281945362326724,1.8687162491956548,126.60112281204111,34.88267532859414,-0.09542550276732766,-0.09452381040886894
