ax_mean,ay_mean,az_mean,gx_mean,gy_mean,gz_mean,ax_var,ay_var,az_var,gx_var,gy_var,gz_var,ax_rms,ay_rms,az_rms,gx_rms,gy_rms,gz_rms,a_max,a_mean,a_min,g_max,g_mean,g_min,a_fft,g_fft,a_psd,g_psd,a_kurt,g_kurt,a_skewn,g_skewn,a_entropy,g_entropy
-2779.663043478261,-1142.1630434782608,1639.2391304347825,7743.760869565217,6197.913043478261,-5314.95652173913,2419.5875626081147,2179.989239845129,2197.9987667816213,22660.223382037926,13910.254104009136,22213.34109678071,3668.9938364269747,2448.675003290378,2736.4925821521815,23852.222250402767,15274.886060914268,22788.182905410315,15937.0,3322.782608695652,97.0,59960.0,18398.304347826088,97.0,30292.776132244195,132574.4874766522,5987453163.66143,135334850045.47545,8.140840714362804,3.357352860562163,200.54883772628568,82.54782906447501,-0.05514501325755488,-0.05534012373404187
-3308.586956521739,-1813.0434782608695,987.445652173913,6438.5,5584.630434782609,-3245.3260869565215,2603.2116302937125,2844.1385040675705,2155.36366122682,20818.869204232367,13586.052690161285,24685.990990205442,4202.376597262243,3379.4220724079823,2364.3232991795935,21713.9825973756,14770.80044562067,24889.164123386498,17588.0,4696.380434782609,43.0,60929.0,19624.804347826088,38.0,6086.608525961137,18459.808945831413,404942423.14767134,7826686359.409772,3.133479454582439,3.4901527353085045,110.43437938039047,83.89824471655852,-0.05617908197034506,-0.05602993826458403
-3837.2934782608695,-1923.7065217391305,486.9891304347826,5376.010869565217,4924.315217391304,1109.9130434782608,2722.169925994196,2678.0122165655275,2856.308564918716,24760.883308292425,15952.843239346725,21182.100098661358,4686.904903674381,3283.929401679852,2894.631738610961,25277.607529667697,16761.18049794771,21221.028380399926,17481.0,5899.336956521739,146.0,98304.0,16975.739130434784,377.0,-31.130295050283483,3681.273127817304,215131037.11010766,2521636206.7842565,2.904216674110132,11.760016901336932,99.89885742914373,192.15956375345053,-0.056737823192367594,-0.055994845838208
-2925.9347826086955,-1053.804347826087,639.0652173913044,9478.239130434782,4844.532608695652,-5227.076086956522,2530.981279596203,2028.1186811290402,2526.4981375954426,18715.314682923523,13734.896718858348,21913.180336363264,3854.029934903261,2257.057636373747,2595.333475264034,21108.37824285604,14472.019900859366,22617.03254883844,16552.0,3775.1304347826085,37.0,49279.0,20313.434782608696,218.0,1464.147914587731,7409.478441377856,44319666.24718764,847357149.1041278,6.228780254005191,2.016346353272115,175.41029391396256,56.20455562910139,-0.0564889136958405,-0.05607548361915446
-2984.141304347826,-2722.782608695652,1583.3695652173913,4006.086956521739,8941.934782608696,-1062.1195652173913,3113.0438059638795,3442.392926779388,2887.253276299504,20740.359801018913,14161.935916851102,23388.91182110219,4308.426814925051,4367.845441902429,3276.7185202378255,21161.689261801468,16583.67160794014,23429.428750064475,21713.0,5209.097826086957,164.0,57089.0,22261.206521739132,67.0,2398.068175645176,12597.887741284983,55916746.21022418,1094268572.8534865,4.333845390177289,3.084442790623142,149.26129374155363,78.38481445374369,-0.05610010856131702,-0.05649908258088107
-3443.47311827957,-1358.978494623656,637.4731182795699,7032.333333333333,6871.118279569892,-4437.4946236559135,2507.406886000435,2093.6690688457074,2800.6665322112617,22141.17660646151,15056.731525108005,24156.74042700314,4287.310196432037,2488.0914372265343,2867.46715442748,23256.99988071576,16545.310116123834,24560.3018656364,16692.0,4377.752688172043,10.0,49969.0,20416.602150537634,373.0,443.5316712810862,9653.536444051639,29534778.340385526,323225617.447709,3.9880044740153866,1.683446943310598,128.69125179845906,23.758587468036218,-0.056483483068285274,-0.05612593668242417
-3248.913043478261,-1867.2826086956522,1159.7717391304348,8601.217391304348,4504.858695652174,-3737.4239130434785,2604.699255234713,3011.9075994460195,2268.4421873292304,20688.146389377525,14478.574691072574,21985.0941996384,4183.8959506764695,3530.050858729572,2530.007829941484,22428.517677181706,15110.727147424543,22304.91836602899,18640.0,4812.967391304348,342.0,56881.0,20224.195652173912,34.0,97.68487551846744,15773.91616332042,26459901.343804408,625336257.3033369,4.300462875721935,3.2263235372125036,143.50294685352762,73.66076247218568,-0.05560079350495194,-0.05640072377654049
-3238.7608695652175,-1433.0217391304348,845.0217391304348,3259.8152173913045,9353.369565217392,-2790.641304347826,2808.946802414105,2161.3070996533265,2667.8078068563677,21774.801290532727,13150.90306134357,23331.160107784828,4312.096100808596,2572.546048939269,2789.752248622743,22019.990308462504,16020.613747538704,23513.511749491572,17216.0,4568.086956521739,9.0,51694.0,20484.434782608696,67.0,604.3875938637015,11132.113892772488,16186162.41608334,363222029.0513278,4.172262612380703,2.070302033050881,134.46521715603433,35.82125246912363,-0.05712734702291918,-0.05596925975489575
-2515.7065217391305,-1390.0108695652175,1466.0,7642.869565217391,5309.804347826087,-9787.95652173913,2458.403708859075,3256.9946515289994,1836.1757872652418,18294.641189166934,10191.36266334313,20236.904744126583,3533.4993263237557,3533.574060537623,2332.900741472988,19860.11891520509,11490.755094952372,22474.458350101228,19741.0,3338.521739130435,165.0,63875.0,18942.782608695652,147.0,-889.7320770276103,13955.681755099175,4253416.016723311,462187495.1556175,7.047062431859829,4.5337495211585,203.52643815372386,117.79407053457474,-0.056018338033376906,-0.05580820162238917
-3056.0652173913045,-855.3913043478261,941.7173913043479,5940.260869565217,6915.576086956522,-3523.141304347826,2214.065234029879,1755.2955854730083,2386.245893284062,21355.825778987662,14993.122967610478,22674.3313273904,3749.239406924394,1959.1630810784663,2560.680921670776,22183.871962776688,16530.653243687724,22907.504913901794,12328.0,3674.391304347826,20.0,48072.0,19241.695652173912,263.0,-12.040714264927853,7770.680640277411,8487412.059351223,255913503.10816228,3.890716425862214,2.086600825712811,112.91854018816147,29.55536885325412,-0.05558523688082882,-0.056693028520262735
